age,monthly_income,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,product_availability_online,gender_encoded,city_tier_encoded,shopping_preference_encoded
41,41008,40,7,33786,101385,4,0,1,2
69,222940,45,13,26612,142222,9,0,2,2
78,194013,26,6,87162,48360,3,2,2,2
26,57756,11,13,85500,20992,6,0,0,2
48,216330,9,7,52172,126266,6,1,0,2
32,95730,8,16,87338,69025,5,2,2,2
21,238239,1,6,57965,87906,9,0,2,2
57,173984,8,17,22329,133528,5,1,0,2
26,97702,46,12,79841,136201,10,1,1,2
62,196731,15,11,87632,49910,9,2,2,2
26,61840,0,14,39953,122792,2,2,2,2
43,227584,20,12,124043,49419,5,1,0,2
21,53623,49,15,46132,102092,3,2,0,2
34,78303,36,14,16730,93765,6,0,2,2
33,61062,38,5,83598,61859,9,1,2,2
32,71690,0,7,11887,149798,2,2,2,2
52,223654,48,13,130922,48399,10,1,2,2
74,113980,46,14,145360,19610,5,1,0,0
69,169706,39,5,66991,14141,1,2,2,1
22,150162,13,6,27737,127573,3,2,0,2
72,60266,39,18,29151,9458,2,0,1,0
22,176080,47,1,77741,24909,7,2,1,2
37,102643,43,3,26579,110423,7,2,2,2
32,73704,31,19,64940,70603,5,2,0,2
35,208938,23,11,26019,115847,9,2,1,2
64,132374,38,12,51040,38295,4,0,2,0
19,23382,36,11,68245,79072,10,0,2,2
46,193846,32,12,71317,127483,7,2,1,2
30,220642,29,14,6132,47273,7,2,0,2
21,220134,25,14,14922,75001,8,2,2,2
59,104609,42,13,88281,2003,5,0,0,1
62,61698,43,2,13486,64827,10,2,2,2
27,16110,13,7,36302,52277,6,2,0,2
78,130266,11,11,926,128694,2,0,2,2
48,228053,43,17,41062,71229,2,1,1,2
58,146458,2,19,115630,91553,6,0,1,2
25,204585,6,0,137535,40420,10,0,0,2
20,230192,20,6,7010,25492,5,1,0,2
65,246059,26,13,84541,65993,3,1,2,2
63,62801,9,18,78465,32823,2,2,1,2
26,129012,9,18,111003,113158,8,2,1,2
47,111085,35,11,49545,45174,2,0,0,2
70,217929,16,6,67698,84570,4,2,2,2
28,236048,41,7,119384,65873,2,2,1,2
52,46566,33,10,38062,102717,4,1,2,2
54,178593,17,7,49452,98492,5,1,1,2
78,38798,25,15,26563,108139,9,0,0,2
59,159637,1,8,14393,70918,9,2,2,2
30,38027,8,8,50481,111577,2,1,2,2
53,243703,44,3,20913,123362,9,1,0,2
73,20631,4,10,67940,24879,6,2,0,2
30,235937,25,9,85534,11410,5,2,0,0
29,71878,40,8,29544,126326,2,1,1,2
54,60206,14,4,44548,97216,5,0,1,2
27,118473,24,2,6552,52677,10,2,2,2
77,204654,25,12,142926,149764,5,2,0,2
73,73334,27,15,44409,63558,1,2,0,2
26,87323,22,8,6999,49447,9,1,2,2
69,68619,20,7,90798,138132,6,1,0,2
24,118536,21,5,115808,38823,9,1,1,2
19,172947,18,1,19816,133991,4,2,1,2
71,170586,49,5,123110,38295,10,2,2,1
73,168652,9,18,1466,138263,7,2,1,2
77,231899,41,17,89971,105246,7,2,1,2
40,150360,35,5,4679,1164,6,1,2,1
56,21734,30,6,139197,100752,1,0,0,2
57,229072,30,19,97666,18571,9,0,1,1
56,54008,34,1,82506,132871,4,2,0,2
38,64349,10,3,66045,86983,1,1,2,2
40,153886,16,15,69943,110155,6,0,0,2
46,189226,32,2,128959,113373,5,1,0,2
31,153923,21,6,71021,124844,7,1,0,2
43,139478,42,2,101075,51979,2,2,2,2
68,147672,25,6,101050,34250,6,2,0,2
22,71614,35,10,108149,37613,4,0,1,2
72,218474,47,15,25408,64188,1,1,1,2
48,18692,1,15,50172,62035,5,1,2,2
42,141745,31,13,6083,18166,2,2,0,2
48,204099,2,15,76922,120921,6,1,1,2
67,35373,37,19,51262,144576,7,2,2,2
37,244708,49,6,6946,92121,6,0,2,2
61,208877,22,1,49196,141820,6,0,2,2
72,127413,49,8,72585,60416,3,0,0,2
34,226455,0,4,118537,128216,2,1,0,2
62,29507,4,9,67916,24072,5,1,1,2
19,77931,43,10,58557,2878,3,0,0,1
42,90499,36,17,134321,100160,4,1,1,2
30,217714,0,9,92415,54506,9,2,2,2
75,218941,17,13,32781,76584,5,2,0,2
56,129362,4,8,64711,67128,4,2,1,2
45,112449,17,1,111063,149595,10,1,1,2
59,111819,34,8,52423,149715,8,2,1,2
72,54423,31,16,38874,144503,8,2,2,2
23,118612,25,4,53734,33715,10,0,2,2
20,241423,32,13,22253,44775,6,0,2,2
75,101120,41,17,65664,85557,1,1,0,2
52,132409,23,18,96411,73774,8,0,0,2
35,105918,26,8,21843,133943,2,2,2,2
28,81600,18,2,141685,112322,7,2,1,2
71,56848,17,16,72449,68502,8,2,0,2
37,21820,14,3,5363,102953,8,0,2,2
22,23512,26,6,34286,67920,4,2,2,2
36,182797,10,2,78989,54089,8,0,0,2
39,66534,23,8,78005,57522,5,2,2,2
76,231223,2,13,42172,88458,6,0,0,2
77,140191,38,11,40485,1446,8,0,2,1
36,185848,6,5,52183,34315,8,0,1,2
79,75945,11,9,139066,51985,5,0,1,2
64,98420,32,13,99780,143174,10,2,0,2
79,193527,21,17,142541,71094,9,0,2,2
33,98488,34,2,20505,65791,6,2,0,2
41,198505,13,15,26245,118008,2,2,2,2
58,24711,25,10,91358,70818,1,1,0,2
21,205334,18,12,80192,98784,6,1,2,2
32,101009,20,8,120440,93250,2,1,1,2
42,229857,40,13,75975,88621,1,0,0,2
61,24597,44,14,111387,122572,10,2,2,2
72,75067,30,18,10227,135493,9,0,1,2
52,233592,4,1,31650,107346,6,0,2,2
72,63022,34,12,124917,126077,9,2,2,2
31,227996,16,17,70463,134903,10,0,2,2
66,127673,31,1,124807,2490,7,0,0,1
36,164854,3,2,50020,4074,5,0,2,1
55,66782,9,13,103661,42065,7,2,0,2
53,218216,29,0,27878,96310,10,1,1,2
24,244723,36,11,29451,5483,10,2,0,1
47,201085,8,4,149654,30643,1,2,0,2
36,125716,25,18,102354,145770,6,2,1,2
66,133030,21,19,72528,49574,9,1,1,2
42,87036,20,8,47888,41747,9,1,1,2
33,50342,47,6,112055,93667,3,0,2,2
64,100745,22,2,115310,115569,5,0,0,2
71,167049,11,6,42732,55084,8,0,1,2
57,249648,30,14,110735,12940,1,0,0,0
68,72396,16,10,122413,119525,4,2,0,2
25,129836,39,9,79380,99113,5,2,0,2
35,121998,44,0,144219,9883,2,2,0,1
45,65021,20,8,7739,66366,10,0,2,2
33,215129,46,2,34854,17101,3,1,0,1
69,145672,40,5,116752,62064,4,1,0,2
36,133559,32,17,48918,143740,7,2,0,2
59,81836,14,3,11865,55671,5,2,1,2
34,173147,31,18,90226,109707,8,2,1,2
62,235587,34,5,52581,40796,4,0,0,2
30,176874,14,0,125591,19044,7,0,1,2
24,223833,28,3,87899,79199,10,2,2,2
44,92017,10,0,19571,93050,10,1,2,2
27,232825,28,16,89222,121251,2,1,0,2
51,201894,40,3,23663,83210,4,1,2,2
53,197675,21,6,137838,60791,2,0,2,2
42,117689,25,7,79427,20325,8,1,2,2
23,95291,17,2,14157,73519,7,1,0,2
41,105450,24,11,140276,93160,9,2,2,2
35,181664,20,18,105967,4820,6,0,1,1
40,71006,23,9,50910,66848,9,2,2,2
23,172341,49,19,122562,110123,6,2,0,2
46,119268,27,5,24761,42977,5,1,0,2
79,65138,2,17,16946,76147,5,2,0,2
42,77398,12,5,91474,144514,5,1,0,2
72,236163,37,17,104176,141070,6,0,2,2
34,165946,5,4,82660,93098,4,1,2,2
63,72228,10,10,122721,132824,8,1,2,2
41,77670,22,6,105270,941,6,0,2,1
28,140613,8,8,131911,124304,6,2,1,2
43,117071,48,2,60072,32665,5,0,2,2
68,125572,16,18,28860,81713,10,1,0,2
79,153997,8,11,71138,148006,4,1,0,2
51,18107,18,17,133146,114074,8,2,0,2
45,101388,34,14,43118,115443,4,2,2,2
20,110719,31,19,68467,135384,5,1,1,2
28,133018,27,4,81042,66631,7,1,2,2
55,42617,27,7,65030,50566,5,2,2,2
78,89258,45,11,76398,39863,7,1,2,2
31,65075,14,16,114530,117296,6,0,2,2
68,141998,18,18,98325,40054,6,0,1,2
43,37631,32,13,20905,125510,2,1,0,2
65,138120,22,15,12304,37946,8,2,1,2
38,208516,27,14,4574,33763,3,0,0,2
71,112158,3,3,72364,27633,1,2,2,2
73,153955,46,17,74361,57506,6,0,1,2
56,165780,46,7,44577,126808,2,1,0,2
47,61221,30,4,141372,69343,2,0,0,2
76,163269,34,16,47241,51633,10,1,1,2
25,167206,4,7,138889,82136,3,0,1,2
68,120922,32,12,75176,8476,2,2,2,1
37,48550,47,8,149429,134842,2,1,1,2
65,29642,31,13,46928,74428,10,2,2,2
49,166511,47,16,26036,50097,4,0,1,2
39,243851,47,5,123603,81324,3,2,0,2
76,121093,14,6,76312,63625,3,2,0,2
24,170655,36,0,124185,115352,8,0,1,2
26,108885,33,3,105399,113425,6,0,1,2
62,94538,39,19,112632,128276,9,0,2,2
18,77014,46,10,20973,85860,7,0,0,2
46,34523,8,9,51978,146077,2,2,2,2
25,125285,40,12,144559,1953,1,1,1,1
73,216615,34,19,88861,8667,10,1,1,1
71,232043,46,12,39563,50948,6,1,0,2
21,120879,23,5,6045,37099,9,1,0,2
52,105629,17,17,144613,114238,5,0,2,2
76,91830,16,11,4205,5071,4,1,2,0
20,60538,0,1,28921,73041,7,2,2,2
71,62310,10,5,140505,91850,5,1,1,2
62,156980,32,6,112310,79225,7,2,1,2
57,130266,5,2,81808,14084,3,2,1,1
24,203362,28,10,149181,25664,2,0,0,2
44,199706,43,8,101328,61702,8,1,1,2
18,27699,19,13,145904,12722,5,2,2,0
44,246241,17,10,95094,63749,1,0,0,2
33,81912,13,5,4404,3988,10,1,0,1
55,160327,44,18,85650,27893,10,0,1,2
24,94183,42,14,70904,91186,9,1,0,2
61,75282,19,13,142698,87742,2,0,1,2
40,73249,17,11,105351,127864,3,1,0,2
58,53176,26,12,13790,73203,1,2,1,2
76,23163,17,4,37744,81918,10,0,1,2
28,69210,16,11,116787,113552,9,1,1,2
59,138844,24,16,34065,66940,10,0,1,2
70,119587,4,18,4791,21765,8,0,1,2
50,246352,5,2,100784,20012,5,2,2,2
67,86979,39,17,62940,62873,5,2,0,2
53,93860,35,17,51367,89614,6,0,2,2
54,167215,32,8,78448,51406,4,1,0,2
58,19920,14,2,134802,129726,5,1,1,2
76,97911,38,10,147137,1020,6,0,1,1
34,52996,15,19,124166,128482,5,0,0,2
52,157820,37,15,95098,29637,8,1,1,2
65,109071,38,14,64621,117812,3,2,2,2
22,227323,23,5,5474,10704,7,2,1,1
65,62252,20,8,35850,106826,4,1,2,2
49,137734,37,0,20078,123672,3,2,0,2
20,209251,12,13,65087,47395,4,0,2,2
69,152522,28,18,10782,81067,9,1,0,2
64,67756,33,2,111376,5730,5,2,1,1
79,65235,4,8,136847,103107,2,1,1,2
52,105546,2,8,50093,78446,1,2,1,2
69,146092,20,4,54483,106280,2,0,1,2
31,140802,8,5,124026,15410,9,0,2,1
65,226325,2,11,148082,68515,1,2,1,2
78,123421,43,6,39172,12702,7,1,1,1
78,155736,29,6,54409,47444,5,2,2,2
48,81635,2,19,85647,139901,3,0,2,2
48,38225,48,9,125228,141276,2,0,0,2
34,214245,46,15,37877,58720,7,0,2,2
77,121885,48,16,64591,18873,8,0,1,1
41,100333,38,12,48839,27900,7,1,1,2
69,186297,40,4,131006,71316,7,1,0,2
40,25807,49,13,114336,15897,3,0,2,0
35,229346,33,8,140997,85975,9,1,1,2
67,21402,16,13,94891,41829,5,2,2,2
71,19521,13,7,19356,89530,3,1,1,2
31,209237,48,19,20200,34949,3,2,1,2
67,129693,10,9,12835,40461,1,1,2,2
32,23382,0,8,144506,112796,6,1,2,2
32,125996,0,6,147025,3771,7,1,2,1
23,248729,14,9,36435,112972,4,0,1,2
44,30065,1,9,52582,128738,4,1,1,2
32,100470,11,7,7927,77944,3,1,1,2
67,29425,44,16,13177,42999,8,2,1,2
53,28111,41,19,23729,52497,10,1,0,2
72,186871,1,5,5550,129163,7,1,1,2
25,68257,22,19,27312,29946,8,0,0,2
32,138990,33,18,63727,108276,9,1,2,2
20,207249,16,12,105185,6417,9,1,1,1
79,142813,40,4,63787,67541,4,2,0,2
64,96046,13,3,101806,98096,5,0,1,2
30,52851,10,11,117172,64057,6,1,2,2
58,23816,19,14,82728,32218,5,2,2,2
51,223925,43,1,6211,19633,1,1,0,2
41,17175,6,14,86564,146523,8,1,0,2
57,26341,0,18,12317,1120,10,0,2,0
49,78908,47,7,21196,13660,3,0,2,1
78,171726,14,14,40675,56601,8,0,0,2
49,206967,44,9,101383,33105,10,0,0,0
47,74696,37,12,39172,21616,7,1,1,2
69,203961,33,18,110028,131402,10,0,1,2
66,233216,8,0,134815,115240,4,1,0,2
30,98115,0,10,81667,29379,7,0,0,2
18,45194,8,17,11309,22060,3,1,2,2
51,180909,41,18,58152,75722,5,1,2,2
79,214966,1,17,139333,11627,3,0,0,2
32,99358,21,18,105085,54697,8,1,2,2
61,187648,24,6,141934,88003,9,0,0,2
31,117548,13,4,144388,69111,9,0,0,2
74,165799,34,13,20223,101537,10,0,1,2
46,49579,15,10,80849,97377,3,1,0,2
51,111554,18,10,109578,110062,7,0,2,2
35,162627,40,1,136936,14106,2,1,1,1
71,68294,30,8,141302,51154,2,0,2,2
24,64777,1,0,69740,90953,9,1,1,2
46,151978,31,14,122161,60979,8,0,0,2
72,55751,35,7,68257,79926,9,2,2,2
48,215671,10,1,122620,56709,9,0,0,2
78,123750,7,5,10310,146088,8,0,0,2
42,89180,47,1,100261,134423,4,2,1,2
55,219750,4,16,82133,137544,9,1,2,2
31,46644,33,6,1519,142394,3,2,1,2
25,48521,31,2,13864,16824,9,2,0,1
44,26564,46,18,9960,87408,9,1,0,2
71,120155,5,11,68884,135557,5,0,1,2
19,216712,7,17,45289,98987,6,0,0,2
34,173371,33,7,45875,3709,7,0,1,1
54,194030,3,11,122934,88167,5,2,1,2
31,202150,35,0,28000,144949,9,1,0,2
42,159493,43,0,26843,69117,3,0,1,2
73,103747,24,9,65134,121325,7,0,2,2
47,26202,25,2,146420,141486,6,2,2,2
46,124407,32,9,75279,130523,7,1,0,2
37,188257,8,3,30656,125282,4,0,2,2
38,149757,46,11,60698,35420,6,0,1,1
78,105197,7,13,109282,54280,8,2,2,2
70,57637,16,7,27497,53656,8,0,0,2
39,164438,14,6,119873,149405,4,1,1,2
52,249320,41,0,136729,23439,3,2,2,1
54,39276,12,16,21493,141496,3,2,1,2
33,95946,42,14,148775,108657,6,0,0,2
67,194311,47,14,8489,65227,10,1,0,2
75,90214,46,4,41861,100312,4,2,0,2
66,170647,49,0,56482,83689,7,2,0,2
60,187473,43,18,88895,99434,2,1,0,2
34,56230,2,0,72802,85232,10,2,1,2
33,225496,11,1,90473,40338,7,0,0,2
75,228335,28,10,15389,75506,6,2,0,2
72,139086,0,11,53530,88769,1,2,0,2
19,144526,31,10,117894,15452,2,2,2,0
21,214689,36,7,129591,147982,1,1,0,2
38,169093,19,19,52532,43400,9,1,2,2
56,155521,7,3,9436,47927,6,0,2,2
51,161729,36,1,93363,62392,7,0,2,2
47,50059,30,8,64598,140288,2,1,1,2
23,16532,30,12,75746,89568,6,1,2,2
34,117666,24,9,115446,130195,10,1,1,2
56,196877,49,8,59383,15078,10,0,2,1
42,96551,39,12,128654,15250,9,1,0,1
22,183828,44,2,23884,143329,10,2,0,2
22,86880,48,16,36336,7727,8,2,1,2
37,121734,7,17,129497,149083,8,2,1,2
33,128997,29,7,68597,130565,6,1,2,2
68,220714,29,12,132511,129935,5,0,2,2
58,180278,26,17,43475,51983,7,2,2,2
54,67168,34,15,50152,113585,9,1,2,2
57,128123,49,13,16830,4536,3,0,1,1
26,221260,43,12,96676,61690,2,0,0,2
22,170622,12,3,134928,48006,9,0,0,2
59,152461,20,0,82624,141763,8,1,0,2
74,102897,8,0,62075,6897,3,1,1,1
19,181919,23,5,61771,1154,8,1,2,1
26,119599,47,14,119599,144798,10,0,1,2
60,94239,32,14,7795,114256,1,0,2,2
53,33642,0,6,129972,56397,3,0,2,2
39,121862,7,8,86336,57096,6,1,2,2
39,51509,2,12,15529,148820,4,1,2,2
39,94417,13,5,82648,135832,8,0,2,2
51,64237,13,9,17922,48002,10,2,2,2
72,161486,48,11,35952,85008,8,0,0,2
46,78176,32,2,138875,124870,10,1,1,2
55,143633,3,14,95156,90258,9,1,2,2
76,94865,37,19,66639,97394,5,2,0,2
63,132181,24,10,122182,131300,7,0,0,2
50,77059,46,18,147781,40602,2,2,1,2
35,64150,12,9,85484,82123,6,1,2,2
24,103367,40,8,72553,75238,4,1,1,2
18,56091,38,0,127881,25068,8,1,1,1
50,219196,24,15,18546,71979,9,0,0,2
18,15903,37,14,114688,75763,2,1,0,2
41,69235,8,16,8343,108817,6,2,2,2
21,204637,37,19,30300,108578,6,0,0,2
21,70342,42,16,89506,12100,7,2,0,1
78,188795,37,3,85819,51371,2,2,1,2
35,50572,34,0,13899,106380,3,1,2,2
44,32610,28,13,130243,110497,8,1,2,2
60,49052,49,13,83955,30070,9,2,2,2
76,113993,13,14,35609,133479,3,0,1,2
49,102063,37,4,100456,112489,3,1,1,2
50,183622,33,14,73891,113594,4,2,1,2
45,200105,24,19,16566,71950,10,0,2,2
59,175083,41,11,112393,50143,5,0,2,2
58,248883,27,14,32215,139567,4,2,1,2
72,180836,29,1,113073,109633,10,1,1,2
53,112540,38,15,148042,67138,7,0,0,2
77,68533,36,6,138740,61389,4,2,1,2
23,170136,46,0,108233,28319,9,0,2,2
79,138989,41,18,95922,97640,1,1,1,2
33,195653,1,6,81347,82277,6,0,0,2
51,135388,20,9,6763,91272,7,0,2,2
40,43702,33,17,103709,48940,7,1,1,2
67,231773,18,7,91830,122267,7,0,2,2
59,138482,39,5,16048,130848,2,1,2,2
41,23631,37,0,57690,48842,3,1,2,2
73,102388,30,12,4979,122754,6,1,0,2
66,139798,25,7,47152,63120,9,1,0,2
30,85043,11,3,44055,71256,9,1,2,2
73,212135,29,4,117082,115350,2,2,0,2
35,175053,25,14,25644,50956,8,0,0,2
71,50764,47,4,147419,65320,1,2,2,2
30,247843,30,10,96477,78762,1,0,0,2
66,196585,47,9,129926,11426,7,2,2,1
54,144014,14,8,29573,127607,8,1,1,2
60,128076,9,7,74739,19305,7,1,1,2
56,114007,35,1,102525,90391,9,1,0,2
78,212270,39,15,6634,117109,6,1,2,2
59,39940,25,2,79233,128748,4,1,0,2
34,122418,8,17,40672,26627,1,0,1,2
32,86792,16,17,121791,45377,3,0,2,2
35,174504,5,9,39804,69894,1,2,0,2
40,23367,21,17,148448,113192,10,2,2,2
71,126764,15,2,140043,113002,1,0,2,2
68,249673,21,19,12003,58488,6,2,2,2
47,171583,38,0,144161,36649,4,2,1,1
75,23573,3,9,46861,125985,5,1,2,2
51,30582,3,7,58075,84248,10,2,0,2
75,151450,8,7,144248,43436,7,2,2,2
21,80296,13,19,144639,8194,7,0,0,1
20,159572,41,16,107724,48599,7,0,1,2
24,80841,25,14,81281,148429,2,2,2,2
73,36881,2,10,107794,34151,6,1,2,2
35,85233,31,15,92898,61483,4,0,2,2
59,197614,10,15,132462,31588,10,0,0,2
24,80285,2,0,59830,121084,6,0,1,2
57,74547,12,19,37496,26985,10,2,1,2
23,208223,43,0,116820,15504,10,0,0,1
39,153294,12,13,17051,135891,1,1,2,2
75,22933,23,13,129535,8886,1,1,1,0
18,98385,19,3,40164,89868,2,2,2,2
21,235844,9,7,31492,147026,10,2,2,2
63,113706,22,15,67230,136674,7,2,2,2
66,224509,41,7,7734,44232,5,0,1,2
69,153012,32,14,149726,140450,4,1,0,2
67,99590,34,17,142270,25572,10,2,1,2
60,121399,13,12,89729,125536,9,0,2,2
46,74145,15,9,122168,130607,2,2,2,2
38,189682,29,5,100608,134141,1,1,2,2
43,72520,18,18,126728,42133,7,2,0,2
31,19544,32,0,149197,91600,8,2,2,2
26,236926,40,1,77593,54044,2,1,1,2
76,69812,1,6,145256,135680,2,1,2,2
64,217682,49,11,103467,2799,2,1,2,1
29,197572,37,7,101945,99923,9,0,0,2
59,185690,48,12,89170,57229,5,1,2,2
68,134090,7,0,105483,34284,3,0,0,2
73,114054,19,17,8206,86405,4,2,2,2
68,171516,2,7,52475,134426,6,0,2,2
23,232054,20,11,57824,19116,4,1,0,2
37,240151,0,18,100068,28749,10,1,1,2
41,202658,20,11,14712,93835,6,0,1,2
44,170861,49,1,93830,30185,7,1,1,1
55,147689,7,14,56946,147858,8,2,1,2
25,115834,1,10,73127,118659,7,1,2,2
18,149405,22,18,112920,88152,6,0,0,2
71,55002,40,0,92115,11775,7,1,2,1
66,209692,10,2,62478,110762,8,1,1,2
66,233760,15,0,104004,50086,2,0,0,2
41,235699,8,8,132825,135329,9,1,2,2
64,146583,48,13,92737,115485,7,1,0,2
24,127850,31,15,11104,123605,9,0,0,2
36,145011,46,2,47743,24648,1,1,0,0
39,183922,38,8,57197,26404,6,2,0,0
74,136548,35,16,85859,26045,9,0,0,1
72,228244,22,16,59997,12201,6,0,2,1
77,232125,46,3,52739,1686,10,0,0,1
52,46786,48,11,22952,126910,7,1,0,2
79,220428,29,13,130848,2266,5,1,1,1
47,51244,9,13,140599,48488,7,0,2,2
46,220786,30,13,61440,37879,6,1,0,2
39,82261,43,15,115458,57337,10,1,1,2
28,33477,25,8,38172,88487,8,2,0,2
37,192605,47,1,80149,118932,3,2,1,2
79,180541,38,4,58652,40934,10,0,1,2
46,23496,41,4,6687,137707,1,0,0,2
68,135522,29,17,92184,149955,9,0,0,2
58,158342,1,10,77675,96896,3,0,1,2
59,222080,28,8,71960,138303,10,2,1,2
51,35724,31,8,9685,48356,10,1,2,2
18,45416,43,11,6325,103163,3,1,1,2
48,50575,37,3,131570,20021,10,1,1,2
47,227262,20,2,117342,70182,4,2,1,2
65,91614,26,4,103253,87305,5,1,2,2
35,108566,23,6,65379,125849,8,1,0,2
72,219180,33,13,138311,41193,8,1,0,2
75,163480,22,4,42469,88320,8,2,0,2
34,142192,13,0,123076,104358,1,1,0,2
55,34359,38,15,43537,147060,10,0,2,2
31,154770,4,18,141471,12871,8,1,0,0
40,216464,8,1,42097,97464,5,1,2,2
42,239135,44,17,42293,144911,3,1,0,2
32,185564,46,4,102703,147350,10,0,1,2
63,220853,36,10,9714,144047,5,1,2,2
73,58634,7,15,109355,51306,5,0,0,2
39,132255,6,8,133899,16059,1,2,2,2
20,57864,29,15,128179,145437,9,0,2,2
73,109482,11,2,93626,2832,5,0,1,2
72,52355,19,2,33508,54944,2,1,2,2
36,52690,28,19,30855,97042,2,0,0,2
74,183886,11,1,5186,137759,7,2,0,2
61,177717,19,12,143660,20504,9,1,2,1
51,230886,21,5,96054,120240,5,1,1,2
52,218811,45,13,40235,47411,4,0,2,2
67,71630,22,8,111155,48875,2,0,2,2
78,194243,47,17,22198,15983,4,1,1,1
18,36658,44,2,20801,116426,4,1,1,2
69,30797,25,11,148032,123078,9,1,0,2
38,73799,44,18,21557,15063,7,1,2,1
46,133301,46,4,92384,16523,8,1,0,1
23,244414,42,13,139474,26213,1,1,2,2
54,242566,27,7,39171,52678,7,0,0,2
18,67236,39,12,147316,7074,2,1,2,1
68,21265,8,7,48467,39529,8,0,1,2
18,140611,4,3,60981,149746,5,0,2,2
44,218206,1,15,44981,33074,4,0,0,2
38,246791,41,2,25319,96438,9,2,2,2
70,228750,27,4,140972,73742,5,2,1,2
33,199566,12,13,129383,109581,1,0,1,2
61,136754,14,14,136701,142025,5,0,2,2
76,198340,13,6,83444,2149,7,0,1,1
78,173070,42,0,43934,121365,10,2,0,2
71,106426,45,9,97278,17763,9,2,1,1
57,240486,38,7,136092,31925,5,0,1,2
43,207411,13,7,104500,26737,5,1,2,2
33,160378,2,8,77991,88795,3,1,0,2
45,210078,9,5,48842,31251,5,0,2,2
18,193417,37,14,45925,149755,5,2,2,2
53,157957,5,12,85446,23053,4,0,1,2
27,124681,19,8,121273,59015,6,2,0,2
60,58826,34,17,91843,9137,9,1,2,1
34,70597,47,19,126942,137115,3,0,0,2
74,153515,42,3,10459,108764,3,1,2,2
76,112375,19,19,30111,134022,10,2,0,2
40,32084,48,16,104064,93763,6,0,1,2
24,104447,43,12,30899,118745,5,0,1,2
61,19383,2,17,83594,3207,8,1,0,1
70,107313,3,7,68464,60207,8,2,1,2
24,49361,10,9,102626,100252,9,0,0,2
61,95294,40,16,138233,44988,10,1,0,2
32,76331,30,7,138756,17409,8,2,1,1
51,110057,28,18,69684,120865,5,0,1,2
63,166601,37,19,54735,79058,7,0,0,2
62,204646,19,11,95826,55101,8,1,1,2
21,234699,23,7,88799,59918,5,2,1,2
31,136685,22,18,138678,8608,3,1,0,0
31,111917,21,19,145975,122605,8,2,2,2
33,246988,21,2,63978,75945,7,1,2,2
24,45932,40,7,46016,51775,9,0,0,2
49,16908,19,7,59707,73970,5,2,2,2
36,176430,45,11,112279,84635,7,0,0,2
19,45412,37,14,38741,136443,4,0,0,2
27,143319,47,0,144493,60516,1,2,0,2
67,98710,49,13,63031,127941,3,2,0,2
78,227104,40,0,64269,143694,10,0,1,2
34,17928,6,8,34856,141544,4,1,0,2
54,80158,23,12,119687,41922,9,0,2,2
29,176704,49,0,88829,59839,4,2,0,2
23,47309,43,5,82489,12158,8,2,1,1
39,24280,36,13,119761,21705,4,2,2,1
49,55449,45,6,100582,74620,7,2,1,2
58,233243,24,10,52470,30993,8,1,1,0
37,41957,13,6,36641,80006,6,0,0,2
18,182967,28,16,140726,122727,10,0,2,2
71,85499,2,19,18755,70530,2,1,2,2
64,108057,38,6,67575,138683,9,2,1,2
70,244223,28,17,54555,64044,4,0,1,2
75,125065,15,15,92186,137903,6,0,0,2
23,167767,20,5,135300,18993,9,0,1,1
36,89893,21,1,16995,145270,1,0,1,2
35,209195,20,19,97296,120400,4,2,1,2
23,40176,21,1,83817,2849,4,2,0,1
62,164481,8,14,97725,122081,5,2,2,2
50,71967,22,5,41182,125530,4,2,1,2
40,15987,48,10,67260,137081,2,1,0,2
40,200534,8,7,54974,48300,9,2,0,2
43,213573,49,8,96052,106725,4,2,1,2
30,111854,45,8,92114,69706,10,2,1,2
24,41015,31,13,68740,97023,1,2,2,2
32,240799,35,12,105445,114588,10,2,0,2
61,127350,46,14,7347,16184,7,2,1,1
44,81404,35,13,109143,106544,2,1,0,2
43,131751,4,15,20997,128503,9,1,1,2
50,143807,25,15,130543,51909,3,0,1,2
32,196353,3,18,63117,14352,9,0,2,1
53,183218,23,12,95499,71474,2,0,0,2
62,63231,40,11,144148,56440,6,1,1,2
72,175104,42,8,19533,140545,9,0,0,2
44,43305,13,3,141584,123267,9,0,0,2
74,69306,26,7,36683,133747,3,1,1,2
22,234248,11,11,113037,132011,10,1,2,2
78,136139,17,0,35228,54027,1,0,2,2
19,33318,43,11,62338,14915,7,2,1,0
72,159318,8,7,34002,66197,4,0,1,2
75,179916,1,3,110229,130064,9,0,0,2
50,178674,37,9,67387,95068,9,2,2,2
33,36584,31,0,82495,125696,2,0,2,2
40,30169,12,19,84434,32215,7,0,2,2
55,40968,46,2,114888,9677,8,1,0,1
72,152457,23,14,128803,25420,1,0,2,2
33,219830,1,1,132776,90614,5,1,1,2
31,137684,47,9,74546,146848,5,0,0,2
46,130391,37,7,123780,11365,10,2,0,1
43,40444,45,13,16864,28618,2,1,0,0
52,249856,18,12,145090,94243,9,1,0,2
32,121081,46,12,7059,43391,10,1,2,2
20,77497,17,7,73061,124991,3,2,2,2
40,20362,43,4,21925,54643,4,2,0,2
46,114254,1,1,74836,72584,5,2,1,2
51,154322,25,5,18317,129112,4,2,2,2
50,83354,23,7,82404,106438,6,2,0,2
58,51368,47,11,113213,76465,1,2,1,2
